,LICENSENO,LICSTATUS,LICCAT,LICCATDESC,Address_Complete,Location_Complete
965,LB-99013,Active,CV7AL,CV7 All Alc.,Commonwealth AV Allston MA,"(42.3519534, -71.1234233)"
966,LB-99199,Active,CV7AL,CV7 All Alc.,Province ST Boston MA,"(42.357137, -71.059849)"
967,LB-99829,Active,CV7MWL,CV7 Malt Wine Liq.,Hanover St Boston MA,"(42.364779, -71.053461)"
968,LB-99222,Active,CV7AL,CV7 All Alc.,South ST Jamaica Plain MA,"(42.3007015, -71.1160968)"
969,LB-99408,Active,CV7AL,CV7 All Alc.,Center Plaza Boston MA,"(42.293195, -71.063784)"
970,LB-99494,Active,CV7ALR,CV7 All Alc. Restrict.,Tremont St Roxbury MA,"(42.3314388, -71.0945931)"
971,LB-99410,Active,CV7AL,CV7 All Alc.,Long Wharf Boston MA,"(42.359806, -71.0507011)"
972,LB-101631,Active,INNAL,Inn. All Alc.,Franklin ST Boston MA,"(42.3589282, -71.1331157)"
973,LB-99293,Active,CV7AL,CV7 All Alc.,Washington ST Brighton MA,"(42.3440542, -71.1426459)"
974,LB-99360,Active,CV7AL,CV7 All Alc.,Broad St Boston MA,"(42.3586486, -71.0543732)"
975,LB-98891,Active,CV7AL,CV7 All Alc.,Atlantic AV Boston MA,"(42.3577383, -71.0512701)"
976,LB-98943,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
977,LB-101573,Active,GOPAL,GOP All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
978,LB-99713,Active,CV7MWL,CV7 Malt Wine Liq.,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
979,LB-99338,Active,CV7AL,CV7 All Alc.,Bosworth ST Boston MA,"(42.357366, -71.061074)"
980,LB-99205,Active,CV7AL,CV7 All Alc.,River ST Hyde Park MA,"(42.2423283, -71.1477361)"
981,LB-99442,Active,CV7AL,CV7 All Alc.,Franklin ST Boston MA,"(42.3589282, -71.1331157)"
982,LB-99281,Active,CV7AL,CV7 All Alc.,Washington ST Jamaica Plain MA,"(42.2996596, -71.1150017)"
983,LB-99218,Active,CV7AL,CV7 All Alc.,Friend St Boston MA,"(42.3646957, -71.0612817)"
984,LB-99069,Active,CV7AL,CV7 All Alc.,Court St Boston MA,"(42.3590003, -71.058625)"
985,LB-99412,Active,CV7AL,CV7 All Alc.,11A Allstate Rd Boston MA,"(42.3261063, -71.0635699)"
986,LB-101596,Active,GOPMW,GOP Malt Wine,Hamilton Pl Boston MA,"(42.3566099, -71.0617197)"
987,LB-99585,Active,CV7MW,CV7 Malt Wine,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
988,LB-99576,Active,CV7MW,CV7 Malt Wine,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
989,LB-99790,Active,CV7MWL,CV7 Malt Wine Liq.,Charles ST Boston MA,"(42.3003827, -71.0624746)"
990,LB-99253,Active,CV7AL,CV7 All Alc.,Massachusetts Av Roxbury MA,"(42.3419059, -71.083554)"
991,LB-101641,Active,INNAL,Inn. All Alc.,Tremont ST Boston MA,"(42.3582926, -71.0602525)"
992,LB-99834,Active,CV7MWL,CV7 Malt Wine Liq.,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
993,LB-99057,Active,CV7AL,CV7 All Alc.,E Broadway South Boston MA,"(42.3354559, -71.0453377)"
994,LB-99082,Active,CV7AL,CV7 All Alc.,Hanover St Boston MA,"(42.364779, -71.053461)"
995,LB-98813,Active,CLBAL,Clb. All Alc.,River ST Hyde Park MA,"(42.2423283, -71.1477361)"
996,LB-98952,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
997,LB-145480,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Washington ST Brighton MA,"(42.3440542, -71.1426459)"
998,LB-99023,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
999,LB-101653,Active,INNAL,Inn. All Alc.,Avery ST Boston MA,"(42.3532509, -71.062796)"
1000,LB-99006,Active,CV7AL,CV7 All Alc.,Faneuil Hall Marketplace Boston MA,"(42.3598941, -71.0558306)"
1001,LB-99398,Active,CV7AL,CV7 All Alc.,E Eighth ST South Boston MA,"(42.3328016, -71.0510751)"
1002,LB-99517,Active,CV7MW,CV7 Malt Wine,Charles ST Boston MA,"(42.3003827, -71.0624746)"
1003,LB-99012,Active,CV7AL,CV7 All Alc.,Commonwealth AV Allston MA,"(42.3519534, -71.1234233)"
1004,LB-99114,Active,CV7AL,CV7 All Alc.,India ST Boston MA,"(42.3578825, -71.0514114)"
1005,LB-98993,Active,CV7AL,CV7 All Alc.,Union St Boston MA,"(42.346181, -71.152921)"
1006,LB-99667,Active,CV7MW,CV7 Malt Wine,Tremont ST Roxbury MA,"(42.3314388, -71.0945931)"
1007,LB-99519,Active,CV7MW,CV7 Malt Wine,Faneuil Hall Marketplace Boston MA,"(42.3598941, -71.0558306)"
1008,LB-99182,Active,CV7AL,CV7 All Alc.,Northern Av South Boston MA,"(42.3480331, -71.0369182)"
1009,LB-98985,Active,CV7AL,CV7 All Alc.,Chatham ST Boston MA,"(42.3596671, -71.0543974)"
1010,LB-99244,Active,CV7AL,CV7 All Alc.,Peterborough ST Boston MA,"(42.3436979, -71.0973964)"
1011,LB-98892,Active,CV7AL,CV7 All Alc.,Atlantic AV Boston MA,"(42.3577383, -71.0512701)"
1012,LB-99202,Active,CV7AL,CV7 All Alc.,Berkeley ST Boston MA,"(42.3462276, -71.0706074)"
1013,LB-99042,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1014,LB-129675,Active,CV7MW,CV7 Malt Wine,Washington ST Jamaica Plain MA,"(42.2996596, -71.1150017)"
1015,LB-98966,Active,CV7AL,CV7 All Alc.,Brookline AV Boston MA,"(42.3364702, -71.1097786)"
1016,LB-98968,Active,CV7AL,CV7 All Alc.,Cambridge ST Boston MA,"(42.3609956, -71.0616096)"
1017,LB-99649,Active,CV7MW,CV7 Malt Wine,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
1018,LB-99260,Active,CV7AL,CV7 All Alc.,Tremont St Boston MA,"(42.3582926, -71.0602525)"
1019,LB-99048,Active,CV7AL,CV7 All Alc.,Dorchester Av Dorchester MA,"(42.3079919, -71.0583042)"
1020,LB-99065,Active,CV7AL,CV7 All Alc.,Emerson ST South Boston MA,"(42.3357723, -71.040432)"
1021,LB-99064,Active,CV7AL,CV7 All Alc.,Boylston ST BOSTON MA,"(42.3500548, -71.0774775)"
1022,LB-99510,Active,CV7MW,CV7 Malt Wine,Baker St West Roxbury MA,"(42.285378, -71.170366)"
1023,LB-98947,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1024,LB-99141,Active,CV7AL,CV7 All Alc.,Washington St Roxbury MA,"(42.331863, -71.1159534)"
1025,LB-138437,Active,CV7MW,CV7 Malt Wine,Brighton Av Allston MA,"(42.3535351, -71.1363711)"
1026,LB-99059,Active,CV7AL,CV7 All Alc.,E Eighth ST South Boston MA,"(42.3328016, -71.0510751)"
1027,LB-99036,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1028,LB-131160,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Kingston ST Boston MA,"(42.3528032, -71.0594424)"
1029,LB-99504,Active,CV7ALR,CV7 All Alc. Restrict.,Atlantic Av Boston MA,"(42.3577383, -71.0512701)"
1030,LB-99724,Active,CV7MWL,CV7 Malt Wine Liq.,Salem ST Boston MA,"(42.3664741, -71.0546855)"
1031,LB-99733,Active,CV7AL,CV7 All Alc.,Hanover ST Boston MA,"(42.364779, -71.053461)"
1032,LB-99836,Active,CV7MWL,CV7 Malt Wine Liq.,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
1033,LB-99213,Active,CV7AL,CV7 All Alc.,Tremont ST Boston MA,"(42.3582926, -71.0602525)"
1034,LB-139449,Active,CV7ALN,CV7ALN - Neighborhood Restricted,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
1035,LB-99491,Active,CV7ALR,CV7 All Alc. Restrict.,Hanover ST Boston MA,"(42.364779, -71.053461)"
1036,LB-99594,Active,CV7MW,CV7 Malt Wine,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
1037,LB-99433,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1038,LB-99021,Active,CV7AL,CV7 All Alc.,Commonwealth AV Boston MA,"(42.3491501, -71.0876189)"
1039,LB-101580,Active,GOPAL,GOP All Alc.,Stuart St Boston MA,"(42.3504953, -71.0686605)"
1040,LB-98931,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
1041,LB-124312,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal C East Boston MA,"(42.3671318, -71.0178616)"
1042,LB-138939,Active,CV7MW,CV7 Malt Wine,Amory St Jamaica Plain MA,"(42.308936, -71.108032)"
1043,LB-101671,Active,INNALR,Inn. All Alc. Restrict.,Stuart St Boston MA,"(42.3504953, -71.0686605)"
1044,LB-99756,Active,CV7MWL,CV7 Malt Wine Liq.,Market St Brighton MA,"(42.3503824, -71.1527106)"
1045,LB-99776,Active,CV7MWL,CV7 Malt Wine Liq.,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
1046,LB-99074,Active,CV7AL,CV7 All Alc.,Franklin ST Boston MA,"(42.3589282, -71.1331157)"
1047,LB-99139,Active,CV7AL,CV7 All Alc.,Marshall St Boston MA,"(42.3618414, -71.0568986)"
1048,LB-126649,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
1049,LB-99219,Active,CV7AL,CV7 All Alc.,Dunbar AV Dorchester MA,"(42.286426, -71.072198)"
1050,LB-98785,Active,CLBAL,Clb. All Alc.,Beacon ST Boston MA,"(42.3553503, -71.0728293)"
1051,LB-98944,Active,CV7AL,CV7 All Alc.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
1052,LB-99306,Active,CV7AL,CV7 All Alc.,Huntington AV Boston MA,"(42.3397762, -71.0906494)"
1053,LB-98905,Active,CV7AL,CV7 All Alc.,Brookline AV Boston MA,"(42.3364702, -71.1097786)"
1054,LB-99795,Active,CV7MWL,CV7 Malt Wine Liq.,Salem ST Boston MA,"(42.3664741, -71.0546855)"
1055,LB-99475,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
1056,LB-99350,Active,CV7AL,CV7 All Alc.,Hanover St Boston MA,"(42.364779, -71.053461)"
1057,LB-99363,Active,CV7AL,CV7 All Alc.,Water ST Boston MA,"(42.3578577, -71.0552249)"
1058,LB-99822,Active,CV7MWL,CV7 Malt Wine Liq.,57 W Dedham St Boston MA,"(42.3418602325906, -71.0728875631436)"
1059,LB-99138,Active,CV7AL,CV7 All Alc.,Ericsson ST Dorchester MA,"(42.2916124, -71.0404761)"
1060,LB-99534,Active,CV7MW,CV7 Malt Wine,Commonwealth AV Boston MA,"(42.3491501, -71.0876189)"
1061,LB-99796,Active,CV7MWL,CV7 Malt Wine Liq.,Massachusetts AV Roxbury MA,"(42.3419059, -71.083554)"
1062,LB-99622,Active,CV7MW,CV7 Malt Wine,Corinth St Roslindale MA,"(42.286168, -71.1297456)"
1063,LB-98886,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
1064,LB-153870,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal B East Boston MA,"(42.3641511, -71.0194617)"
1065,LB-99469,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal E East Boston MA,"(42.369671, -71.022036)"
1066,LB-115683,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal A East Boston MA,"(42.3649631, -71.0207667)"
1067,LB-98872,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal E East Boston MA,"(42.369671, -71.022036)"
1068,LB-99192,Active,CV7AL,CV7 All Alc.,Broad St Boston MA,"(42.3586486, -71.0543732)"
1069,LB-99709,Active,CV7MWL,CV7 Malt Wine Liq.,Salem ST Boston MA,"(42.3664741, -71.0546855)"
1070,LB-99665,Active,CV7MW,CV7 Malt Wine,Staniford ST Boston MA,"(42.3640732, -71.0633754)"
1071,LB-99825,Active,CV7MWL,CV7 Malt Wine Liq.,Hanover St Boston MA,"(42.364779, -71.053461)"
1072,LB-98986,Active,CV7AL,CV7 All Alc.,Chatham ST Boston MA,"(42.3596671, -71.0543974)"
1073,LB-99687,Active,CV7MW,CV7 Malt Wine,Newbury ST Boston MA,"(42.3520749, -71.0733646)"
1074,LB-99809,Active,CV7MWL,CV7 Malt Wine Liq.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1075,LB-99810,Active,CV7MWL,CV7 Malt Wine Liq.,Faneuil Hall Marketplace Boston MA,"(42.3598941, -71.0558306)"
1076,LB-99387,Active,CV7AL,CV7 All Alc.,Brookline Av Boston MA,"(42.3364702, -71.1097786)"
1077,LB-99146,Active,CV7AL,CV7 All Alc.,Massachusetts AV Roxbury MA,"(42.3419059, -71.083554)"
1078,LB-99252,Active,CV7AL,CV7 All Alc.,Tremont St Boston MA,"(42.3582926, -71.0602525)"
1079,LB-99341,Active,CV7AL,CV7 All Alc.,N Washington ST Boston MA,"(42.3646649, -71.058337)"
1080,LB-98959,Active,CV7AL,CV7 All Alc.,Broad ST Boston MA,"(42.3586486, -71.0543732)"
1081,LB-98939,Active,CV7AL,CV7 All Alc.,Pleasant ST Charlestown MA,"(42.4268757, -71.0689243)"
1082,LB-98979,Active,CV7AL,CV7 All Alc.,Centre ST West Roxbury MA,"(42.2875094, -71.1524339)"
1083,LB-99193,Active,CV7AL,CV7 All Alc.,Portland ST Boston MA,"(42.3636494, -71.0610093)"
1084,LB-101660,Active,INNAL,Inn. All Alc.,Summer ST Boston MA,"(42.3536753, -71.0580245)"
1085,LB-101624,Active,INNAL,Inn. All Alc.,Huntington AV Boston MA,"(42.3397762, -71.0906494)"
1086,LB-98949,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1087,LB-99257,Active,CV7AL,CV7 All Alc.,Boylston ST Boston MA,"(42.3500548, -71.0774775)"
1088,LB-98957,Active,CV7AL,CV7 All Alc.,Brighton AV Allston MA,"(42.3535351, -71.1363711)"
1089,LB-99459,Active,CV7AL,CV7 All Alc.,A St South Boston MA,"(42.3426063, -71.0546026)"
1090,LB-98889,Active,CV7AL,CV7 All Alc.,Appleton ST Boston MA,"(42.3456544, -71.0727556)"
1091,LB-99481,Active,CV7ALA,CV7 All Alc. Airp.,Logan Airport Terminal C East Boston MA,"(42.3671318, -71.0178616)"
1092,LB-101594,Active,GOPALR,Gen Prem All Alcohol Rest,Northern AV Boston MA,"(42.3485599, -71.0382116)"
1093,LB-99093,Active,CV7AL,CV7 All Alc.,Harvard AV Allston MA,"(42.3502469, -71.1314516)"
1094,LB-99621,Active,CV7MW,CV7 Malt Wine,Centre ST Jamaica Plain MA,"(42.3094665, -71.115559)"
1095,LB-99060,Active,CV7AL,CV7 All Alc.,E Eighth ST South Boston MA,"(42.3328016, -71.0510751)"
1096,LB-99566,Active,CV7MW,CV7 Malt Wine,Hemenway ST Boston MA,"(42.345405, -71.089517)"
1097,LB-99305,Active,CV7AL,CV7 All Alc.,W Broadway South Boston MA,"(42.3423843, -71.0563744)"
1098,LB-99183,Active,CV7AL,CV7 All Alc.,Seaport Blvd Boston MA,"(42.3520678, -71.0459768)"
1099,LB-101614,Active,INNAL,Inn. All Alc.,Blossom ST Boston MA,"(42.3621936, -71.0669926)"
1100,LB-101651,Active,INNAL,Inn. All Alc.,Beacon ST Boston MA,"(42.3553503, -71.0728293)"
1101,LB-99767,Active,CV7MWL,CV7 Malt Wine Liq.,Shawmut AV Roxbury MA,"(42.328666, -71.0861827)"
1102,LB-99812,Active,CV7MWL,CV7 Malt Wine Liq.,Boylston St Boston MA,"(42.3500548, -71.0774775)"
1103,LB-99549,Active,CV7MW,CV7 Malt Wine,Chiswick RD Brighton MA,"(42.3406056, -71.1510169)"
1104,LB-99658,Active,CV7MW,CV7 Malt Wine,Northern Av Boston MA,"(42.3485599, -71.0382116)"
1105,LB-99369,Active,CV7AL,CV7 All Alc.,Brookline AV Boston MA,"(42.3364702, -71.1097786)"
1106,LB-99643,Active,CV7MW,CV7 Malt Wine,Beacon ST Boston MA,"(42.3553503, -71.0728293)"
1107,LB-99623,Active,CV7MW,CV7 Malt Wine,Tremont ST Boston MA,"(42.3582926, -71.0602525)"
1108,LB-98930,Active,CV7AL,CV7 All Alc.,Faneuil Hall Marketplace Boston MA,"(42.3598941, -71.0558306)"
